timestamp,hmd_pos_x,hmd_pos_y,hmd_pos_z,hmd_rot_w,hmd_rot_x,hmd_rot_y,hmd_rot_z,left_controller_pos_x,left_controller_pos_y,left_controller_pos_z,left_controller_rot_w,left_controller_rot_x,left_controller_rot_y,left_controller_rot_z,right_controller_pos_x,right_controller_pos_y,right_controller_pos_z,right_controller_rot_w,right_controller_rot_x,right_controller_rot_y,right_controller_rot_z
10607,-1.99,162.42,-19.38,0.69,-0.21,0.67,0.18,-17.25,119.25,-10.66,0.77,-0.02,0.39,-0.51,-33.07,156.93,-17.11,0.26,-0.1,0.81,-0.52
10623,-2.0,162.43,-19.37,0.69,-0.21,0.67,0.18,-17.25,119.24,-10.67,0.77,-0.02,0.39,-0.51,-33.08,156.91,-17.11,0.26,-0.1,0.81,-0.52
10640,-2.0,162.44,-19.37,0.69,-0.21,0.67,0.18,-17.26,119.24,-10.69,0.77,-0.02,0.39,-0.51,-33.08,156.92,-17.1,0.26,-0.1,0.81,-0.52
10653,-2.0,162.44,-19.37,0.69,-0.21,0.67,0.18,-17.26,119.24,-10.69,0.77,-0.02,0.39,-0.51,-33.09,156.92,-17.1,0.26,-0.1,0.81,-0.52
10667,-2.0,162.44,-19.37,0.69,-0.21,0.67,0.18,-17.27,119.24,-10.71,0.77,-0.02,0.39,-0.51,-33.08,156.92,-17.08,0.26,-0.11,0.81,-0.52
10681,-2.0,162.45,-19.37,0.69,-0.21,0.67,0.18,-17.28,119.24,-10.72,0.77,-0.02,0.39,-0.51,-33.07,156.93,-17.07,0.26,-0.11,0.81,-0.52
10697,-2.0,162.45,-19.37,0.69,-0.21,0.67,0.18,-17.29,119.24,-10.73,0.77,-0.02,0.39,-0.51,-33.07,156.93,-17.05,0.26,-0.11,0.81,-0.52
10710,-2.01,162.46,-19.36,0.69,-0.21,0.67,0.18,-17.29,119.24,-10.74,0.77,-0.02,0.39,-0.51,-33.07,156.93,-17.03,0.26,-0.11,0.81,-0.52
10723,-2.01,162.46,-19.36,0.69,-0.21,0.67,0.18,-17.29,119.24,-10.75,0.77,-0.02,0.39,-0.51,-33.06,156.94,-17.01,0.26,-0.11,0.81,-0.52
10737,-2.01,162.46,-19.36,0.69,-0.21,0.67,0.18,-17.29,119.25,-10.76,0.77,-0.02,0.39,-0.51,-33.04,156.95,-16.99,0.26,-0.11,0.81,-0.52
10750,-2.01,162.46,-19.36,0.7,-0.21,0.66,0.18,-17.28,119.25,-10.77,0.77,-0.02,0.39,-0.51,-33.03,156.96,-16.96,0.26,-0.11,0.81,-0.52
10765,-2.0,162.45,-19.35,0.7,-0.21,0.66,0.18,-17.28,119.25,-10.78,0.77,-0.02,0.39,-0.51,-33.0,156.97,-16.93,0.25,-0.11,0.81,-0.52
10779,-1.99,162.44,-19.35,0.7,-0.21,0.66,0.18,-17.27,119.23,-10.79,0.77,-0.02,0.39,-0.51,-32.96,157.0,-16.91,0.25,-0.11,0.81,-0.52
10792,-1.99,162.43,-19.34,0.7,-0.21,0.66,0.18,-17.26,119.22,-10.79,0.77,-0.02,0.39,-0.5,-32.93,157.03,-16.89,0.25,-0.11,0.81,-0.52
10804,-1.99,162.42,-19.33,0.7,-0.21,0.66,0.18,-17.24,119.21,-10.8,0.77,-0.02,0.39,-0.5,-32.89,157.05,-16.87,0.25,-0.11,0.81,-0.52
10818,-1.99,162.42,-19.32,0.7,-0.21,0.66,0.18,-17.23,119.19,-10.81,0.77,-0.01,0.39,-0.5,-32.84,157.08,-16.84,0.25,-0.11,0.81,-0.52
10830,-1.98,162.42,-19.31,0.7,-0.21,0.66,0.18,-17.21,119.17,-10.82,0.77,-0.01,0.39,-0.5,-32.8,157.11,-16.82,0.24,-0.11,0.81,-0.52
10844,-1.98,162.41,-19.3,0.7,-0.21,0.66,0.18,-17.2,119.14,-10.82,0.77,-0.01,0.39,-0.5,-32.75,157.14,-16.8,0.24,-0.11,0.81,-0.52
10858,-1.97,162.41,-19.29,0.7,-0.21,0.66,0.18,-17.19,119.12,-10.83,0.77,-0.01,0.39,-0.5,-32.71,157.19,-16.8,0.24,-0.11,0.81,-0.52
10871,-1.97,162.4,-19.28,0.7,-0.21,0.66,0.18,-17.18,119.1,-10.85,0.77,-0.01,0.39,-0.5,-32.68,157.23,-16.8,0.24,-0.11,0.81,-0.52
10883,-1.96,162.4,-19.27,0.7,-0.2,0.66,0.18,-17.17,119.09,-10.85,0.77,-0.01,0.39,-0.5,-32.66,157.29,-16.82,0.24,-0.11,0.81,-0.52
10896,-1.96,162.4,-19.26,0.7,-0.2,0.66,0.18,-17.16,119.07,-10.86,0.77,-0.01,0.39,-0.5,-32.64,157.35,-16.84,0.24,-0.11,0.81,-0.52
10911,-1.95,162.4,-19.25,0.7,-0.2,0.66,0.18,-17.14,119.06,-10.87,0.77,-0.01,0.39,-0.5,-32.63,157.42,-16.86,0.24,-0.11,0.81,-0.52
10925,-1.95,162.4,-19.24,0.7,-0.2,0.66,0.18,-17.12,119.05,-10.88,0.77,-0.01,0.39,-0.5,-32.6,157.51,-16.88,0.24,-0.11,0.81,-0.52
10939,-1.94,162.4,-19.23,0.7,-0.2,0.66,0.18,-17.09,119.04,-10.9,0.77,-0.01,0.39,-0.5,-32.57,157.6,-16.91,0.24,-0.11,0.81,-0.52
10952,-1.93,162.4,-19.22,0.7,-0.2,0.66,0.18,-17.07,119.03,-10.91,0.77,-0.01,0.39,-0.5,-32.52,157.71,-16.93,0.24,-0.11,0.81,-0.52
10964,-1.92,162.39,-19.22,0.7,-0.2,0.66,0.18,-17.04,119.02,-10.93,0.77,-0.01,0.39,-0.5,-32.47,157.82,-16.95,0.24,-0.11,0.81,-0.52
10978,-1.92,162.4,-19.22,0.7,-0.2,0.66,0.18,-17.0,119.0,-10.95,0.77,-0.01,0.39,-0.5,-32.4,157.97,-16.97,0.24,-0.11,0.81,-0.52
10993,-1.91,162.39,-19.22,0.7,-0.2,0.66,0.18,-16.97,119.0,-10.98,0.77,-0.01,0.39,-0.5,-32.32,158.13,-16.99,0.23,-0.11,0.81,-0.52
11006,-1.9,162.39,-19.23,0.7,-0.2,0.66,0.18,-16.94,118.99,-11.0,0.77,-0.01,0.39,-0.5,-32.24,158.3,-17.01,0.23,-0.11,0.81,-0.52
11021,-1.89,162.39,-19.24,0.7,-0.21,0.66,0.18,-16.9,118.98,-11.04,0.77,-0.01,0.39,-0.5,-32.14,158.52,-17.03,0.23,-0.11,0.81,-0.52
11034,-1.89,162.38,-19.25,0.7,-0.21,0.66,0.18,-16.87,118.96,-11.06,0.77,-0.01,0.39,-0.5,-32.04,158.72,-17.04,0.23,-0.11,0.81,-0.53
11049,-1.88,162.38,-19.26,0.7,-0.21,0.66,0.18,-16.83,118.95,-11.09,0.77,-0.01,0.39,-0.5,-31.92,158.96,-17.05,0.23,-0.11,0.81,-0.53
11065,-1.86,162.38,-19.27,0.7,-0.21,0.66,0.18,-16.79,118.91,-11.13,0.77,-0.01,0.39,-0.5,-31.76,159.26,-17.06,0.23,-0.11,0.81,-0.53
11080,-1.85,162.38,-19.29,0.7,-0.21,0.66,0.18,-16.75,118.88,-11.17,0.77,-0.01,0.39,-0.5,-31.61,159.55,-17.06,0.22,-0.1,0.81,-0.53
11092,-1.84,162.38,-19.31,0.7,-0.21,0.66,0.18,-16.72,118.86,-11.21,0.77,-0.01,0.39,-0.49,-31.46,159.81,-17.05,0.22,-0.1,0.81,-0.53
11106,-1.83,162.39,-19.33,0.7,-0.21,0.66,0.18,-16.67,118.83,-11.25,0.77,-0.01,0.39,-0.49,-31.29,160.1,-17.05,0.22,-0.1,0.81,-0.53
11118,-1.82,162.39,-19.35,0.7,-0.21,0.66,0.18,-16.64,118.81,-11.3,0.78,-0.01,0.39,-0.49,-31.12,160.38,-17.03,0.22,-0.1,0.81,-0.53
11132,-1.81,162.4,-19.37,0.7,-0.21,0.66,0.18,-16.59,118.78,-11.35,0.78,-0.01,0.39,-0.49,-30.93,160.71,-17.02,0.21,-0.1,0.81,-0.53
11147,-1.8,162.41,-19.4,0.7,-0.21,0.66,0.18,-16.54,118.75,-11.39,0.78,-0.01,0.39,-0.49,-30.71,161.06,-17.0,0.21,-0.09,0.81,-0.53
11161,-1.79,162.42,-19.42,0.7,-0.21,0.66,0.18,-16.5,118.72,-11.43,0.78,-0.01,0.39,-0.49,-30.51,161.4,-16.99,0.21,-0.09,0.81,-0.53
11175,-1.78,162.43,-19.45,0.7,-0.21,0.66,0.18,-16.47,118.69,-11.48,0.78,-0.01,0.39,-0.49,-30.29,161.76,-16.98,0.21,-0.09,0.81,-0.53
11189,-1.77,162.43,-19.48,0.7,-0.21,0.66,0.18,-16.44,118.67,-11.52,0.78,-0.01,0.39,-0.49,-30.06,162.14,-16.97,0.21,-0.08,0.82,-0.53
11203,-1.76,162.44,-19.51,0.7,-0.21,0.66,0.18,-16.4,118.65,-11.56,0.78,-0.01,0.39,-0.49,-29.84,162.47,-16.97,0.2,-0.08,0.82,-0.54
11218,-1.74,162.45,-19.54,0.7,-0.21,0.66,0.18,-16.36,118.63,-11.6,0.78,-0.01,0.39,-0.49,-29.58,162.85,-16.98,0.2,-0.08,0.82,-0.54
11231,-1.73,162.46,-19.57,0.7,-0.21,0.66,0.17,-16.32,118.6,-11.66,0.78,-0.01,0.39,-0.49,-29.34,163.2,-16.98,0.2,-0.08,0.82,-0.54
11247,-1.71,162.47,-19.59,0.7,-0.21,0.66,0.17,-16.29,118.59,-11.7,0.78,-0.01,0.39,-0.49,-29.05,163.6,-16.98,0.2,-0.07,0.82,-0.54
11263,-1.69,162.48,-19.62,0.7,-0.21,0.66,0.17,-16.25,118.58,-11.75,0.78,-0.01,0.39,-0.49,-28.76,163.99,-16.98,0.19,-0.07,0.82,-0.54
11279,-1.66,162.49,-19.64,0.71,-0.21,0.66,0.17,-16.21,118.57,-11.81,0.78,-0.0,0.39,-0.49,-28.47,164.38,-17.0,0.19,-0.07,0.82,-0.54
11293,-1.64,162.5,-19.66,0.71,-0.21,0.66,0.17,-16.18,118.56,-11.85,0.78,-0.0,0.39,-0.49,-28.21,164.7,-17.02,0.19,-0.07,0.81,-0.54
11308,-1.61,162.51,-19.68,0.71,-0.21,0.66,0.17,-16.14,118.57,-11.9,0.78,-0.0,0.39,-0.49,-27.95,165.01,-17.03,0.18,-0.07,0.81,-0.55
11322,-1.59,162.52,-19.7,0.71,-0.21,0.66,0.17,-16.12,118.57,-11.94,0.78,-0.0,0.39,-0.49,-27.7,165.31,-17.04,0.18,-0.06,0.81,-0.55
11335,-1.57,162.53,-19.71,0.71,-0.21,0.66,0.17,-16.09,118.57,-11.97,0.78,-0.0,0.39,-0.49,-27.48,165.55,-17.04,0.18,-0.06,0.82,-0.55
11349,-1.55,162.55,-19.71,0.71,-0.21,0.66,0.17,-16.07,118.59,-12.0,0.78,-0.0,0.39,-0.49,-27.27,165.78,-17.05,0.18,-0.06,0.82,-0.55
11363,-1.53,162.56,-19.72,0.71,-0.21,0.66,0.17,-16.05,118.6,-12.03,0.78,-0.0,0.39,-0.49,-27.04,166.02,-17.05,0.18,-0.06,0.82,-0.55
11379,-1.5,162.58,-19.73,0.71,-0.21,0.66,0.17,-16.02,118.62,-12.06,0.78,-0.0,0.39,-0.49,-26.77,166.3,-17.06,0.17,-0.06,0.82,-0.55
11395,-1.47,162.6,-19.73,0.71,-0.21,0.66,0.17,-16.0,118.64,-12.09,0.78,-0.0,0.39,-0.49,-26.56,166.51,-17.08,0.17,-0.06,0.82,-0.55
11407,-1.45,162.61,-19.73,0.71,-0.21,0.66,0.17,-15.98,118.65,-12.11,0.78,-0.0,0.39,-0.49,-26.4,166.66,-17.1,0.17,-0.05,0.82,-0.55
11418,-1.43,162.62,-19.73,0.71,-0.21,0.66,0.17,-15.97,118.66,-12.13,0.78,-0.0,0.39,-0.49,-26.25,166.8,-17.11,0.17,-0.05,0.82,-0.55
11432,-1.41,162.63,-19.73,0.71,-0.21,0.66,0.17,-15.95,118.67,-12.14,0.78,-0.0,0.39,-0.49,-26.09,166.94,-17.12,0.17,-0.05,0.81,-0.55
11444,-1.38,162.65,-19.73,0.71,-0.21,0.66,0.17,-15.92,118.68,-12.16,0.78,-0.0,0.39,-0.49,-25.95,167.05,-17.14,0.16,-0.05,0.81,-0.55
11457,-1.35,162.66,-19.73,0.71,-0.21,0.66,0.17,-15.9,118.68,-12.19,0.78,-0.0,0.39,-0.49,-25.81,167.16,-17.15,0.16,-0.05,0.81,-0.55
11469,-1.33,162.68,-19.72,0.71,-0.21,0.66,0.17,-15.88,118.67,-12.2,0.78,-0.0,0.39,-0.49,-25.7,167.24,-17.17,0.16,-0.05,0.81,-0.55
11483,-1.3,162.7,-19.72,0.71,-0.2,0.66,0.17,-15.86,118.67,-12.22,0.78,-0.0,0.39,-0.49,-25.58,167.32,-17.17,0.16,-0.05,0.81,-0.55
11497,-1.28,162.72,-19.72,0.71,-0.2,0.66,0.16,-15.84,118.66,-12.24,0.78,0.0,0.39,-0.49,-25.48,167.39,-17.18,0.16,-0.05,0.81,-0.56
11514,-1.25,162.75,-19.71,0.71,-0.2,0.66,0.16,-15.82,118.66,-12.26,0.78,0.0,0.39,-0.49,-25.38,167.45,-17.19,0.16,-0.05,0.81,-0.56
11528,-1.22,162.77,-19.7,0.71,-0.2,0.66,0.16,-15.8,118.65,-12.27,0.78,0.0,0.39,-0.49,-25.32,167.49,-17.2,0.16,-0.05,0.81,-0.56
11545,-1.19,162.8,-19.69,0.71,-0.2,0.66,0.16,-15.77,118.64,-12.28,0.78,0.0,0.39,-0.49,-25.26,167.52,-17.21,0.16,-0.05,0.81,-0.56
11559,-1.17,162.83,-19.69,0.71,-0.2,0.66,0.16,-15.75,118.63,-12.29,0.78,0.0,0.39,-0.49,-25.22,167.52,-17.22,0.16,-0.05,0.81,-0.56
11573,-1.14,162.86,-19.67,0.71,-0.2,0.66,0.16,-15.73,118.63,-12.29,0.78,0.0,0.39,-0.49,-25.19,167.51,-17.24,0.16,-0.05,0.81,-0.56
11586,-1.11,162.89,-19.66,0.71,-0.2,0.66,0.16,-15.71,118.61,-12.3,0.78,0.0,0.39,-0.49,-25.19,167.48,-17.25,0.16,-0.05,0.81,-0.56
11596,-1.08,162.92,-19.65,0.71,-0.2,0.66,0.16,-15.69,118.6,-12.32,0.78,0.0,0.39,-0.49,-25.19,167.44,-17.25,0.16,-0.05,0.81,-0.56
11610,-1.05,162.96,-19.63,0.71,-0.2,0.66,0.16,-15.66,118.59,-12.32,0.78,0.0,0.39,-0.49,-25.22,167.36,-17.26,0.16,-0.06,0.81,-0.56
11623,-1.01,163.01,-19.61,0.71,-0.2,0.66,0.16,-15.64,118.58,-12.33,0.78,0.0,0.39,-0.49,-25.28,167.25,-17.25,0.16,-0.06,0.81,-0.56
11636,-0.97,163.06,-19.58,0.71,-0.2,0.66,0.16,-15.61,118.57,-12.34,0.78,0.0,0.39,-0.49,-25.38,167.12,-17.24,0.16,-0.06,0.81,-0.56
11650,-0.93,163.13,-19.55,0.71,-0.19,0.66,0.16,-15.59,118.55,-12.35,0.78,0.0,0.39,-0.49,-25.51,166.95,-17.22,0.16,-0.06,0.81,-0.56
11662,-0.91,163.2,-19.51,0.7,-0.19,0.66,0.16,-15.57,118.55,-12.36,0.78,0.0,0.39,-0.49,-25.66,166.77,-17.18,0.17,-0.05,0.81,-0.56
11674,-0.87,163.28,-19.47,0.7,-0.19,0.67,0.16,-15.55,118.54,-12.37,0.78,0.0,0.39,-0.49,-25.83,166.55,-17.12,0.17,-0.05,0.81,-0.56
11687,-0.84,163.37,-19.42,0.7,-0.19,0.67,0.15,-15.53,118.54,-12.38,0.78,0.0,0.39,-0.49,-26.06,166.28,-17.03,0.18,-0.04,0.81,-0.55
11719,-0.74,163.62,-19.27,0.7,-0.18,0.67,0.15,-15.47,118.52,-12.39,0.79,0.0,0.39,-0.48,-26.72,165.43,-16.67,0.22,0.02,0.81,-0.54
11732,-0.7,163.72,-19.21,0.7,-0.18,0.67,0.15,-15.46,118.52,-12.4,0.79,0.0,0.39,-0.48,-27.03,165.01,-16.43,0.24,0.05,0.81,-0.53
11744,-0.65,163.81,-19.14,0.7,-0.18,0.68,0.15,-15.44,118.52,-12.41,0.79,0.0,0.39,-0.48,-27.42,164.53,-16.17,0.27,0.09,0.81,-0.51
11757,-0.6,163.91,-19.07,0.7,-0.17,0.68,0.14,-15.42,118.52,-12.41,0.79,0.0,0.39,-0.48,-27.84,164.04,-15.91,0.29,0.13,0.81,-0.5
11772,-0.54,164.01,-18.99,0.7,-0.17,0.68,0.14,-15.41,118.53,-12.41,0.78,0.0,0.39,-0.48,-28.43,163.44,-15.61,0.31,0.17,0.8,-0.48
11785,-0.48,164.1,-18.9,0.7,-0.17,0.68,0.14,-15.39,118.54,-12.4,0.78,0.0,0.39,-0.48,-29.09,162.77,-15.29,0.33,0.2,0.8,-0.46
11803,-0.4,164.21,-18.81,0.7,-0.17,0.69,0.14,-15.37,118.55,-12.41,0.78,0.0,0.39,-0.48,-29.98,161.93,-14.88,0.35,0.24,0.79,-0.44
11815,-0.33,164.29,-18.73,0.69,-0.16,0.69,0.14,-15.36,118.56,-12.41,0.78,0.0,0.39,-0.48,-30.76,161.2,-14.58,0.36,0.26,0.79,-0.42
11830,-0.26,164.37,-18.65,0.69,-0.16,0.69,0.14,-15.34,118.55,-12.42,0.78,0.0,0.39,-0.48,-31.67,160.44,-14.3,0.37,0.27,0.79,-0.41
11843,-0.19,164.43,-18.59,0.69,-0.16,0.69,0.13,-15.32,118.55,-12.43,0.78,0.0,0.39,-0.48,-32.5,159.76,-14.13,0.38,0.28,0.79,-0.4
11858,-0.1,164.51,-18.51,0.69,-0.16,0.69,0.13,-15.29,118.56,-12.44,0.78,0.0,0.39,-0.48,-33.57,158.93,-13.96,0.38,0.28,0.79,-0.39
11872,-0.02,164.57,-18.43,0.69,-0.15,0.7,0.13,-15.27,118.56,-12.46,0.78,0.0,0.39,-0.49,-34.58,158.2,-13.83,0.39,0.28,0.79,-0.39
11887,0.05,164.63,-18.37,0.69,-0.15,0.7,0.13,-15.25,118.57,-12.47,0.78,0.0,0.39,-0.49,-35.54,157.52,-13.76,0.4,0.29,0.78,-0.38
11903,0.14,164.7,-18.3,0.68,-0.15,0.7,0.13,-15.23,118.59,-12.48,0.78,0.0,0.39,-0.49,-36.64,156.78,-13.72,0.41,0.31,0.78,-0.37
11915,0.21,164.75,-18.25,0.68,-0.15,0.7,0.13,-15.21,118.61,-12.5,0.78,0.0,0.39,-0.49,-37.54,156.17,-13.69,0.41,0.32,0.77,-0.36
11929,0.29,164.81,-18.2,0.68,-0.15,0.7,0.13,-15.19,118.62,-12.52,0.78,0.0,0.39,-0.49,-38.54,155.56,-13.65,0.42,0.34,0.77,-0.35
11945,0.38,164.86,-18.15,0.68,-0.15,0.71,0.13,-15.17,118.64,-12.54,0.78,0.0,0.39,-0.49,-39.65,154.89,-13.66,0.43,0.35,0.76,-0.33
11967,0.56,164.98,-18.07,0.68,-0.14,0.71,0.13,-15.11,118.67,-12.59,0.78,0.0,0.39,-0.49,-42.28,153.47,-13.75,0.46,0.35,0.76,-0.3
11998,0.65,165.04,-18.05,0.68,-0.14,0.71,0.13,-15.07,118.69,-12.61,0.78,0.0,0.39,-0.49,-43.56,152.9,-13.88,0.47,0.36,0.75,-0.29
12012,0.71,165.08,-18.04,0.68,-0.14,0.71,0.12,-15.03,118.7,-12.64,0.78,0.0,0.39,-0.49,-44.54,152.49,-13.97,0.48,0.36,0.75,-0.28
12027,0.78,165.12,-18.03,0.68,-0.14,0.71,0.12,-15.0,118.71,-12.67,0.78,0.0,0.39,-0.49,-45.55,152.16,-14.09,0.5,0.37,0.74,-0.27
12041,0.84,165.14,-18.04,0.67,-0.14,0.71,0.12,-14.97,118.71,-12.7,0.78,0.0,0.39,-0.49,-46.48,151.86,-14.21,0.5,0.37,0.73,-0.26
12057,0.92,165.17,-18.05,0.67,-0.14,0.72,0.12,-14.94,118.68,-12.73,0.78,0.0,0.39,-0.49,-47.46,151.56,-14.37,0.51,0.37,0.73,-0.26
12070,0.98,165.18,-18.07,0.67,-0.14,0.72,0.12,-14.91,118.67,-12.77,0.78,0.0,0.39,-0.49,-48.24,151.32,-14.47,0.52,0.37,0.73,-0.26
12082,1.03,165.18,-18.09,0.67,-0.14,0.72,0.12,-14.88,118.64,-12.81,0.78,0.0,0.39,-0.48,-48.95,151.09,-14.54,0.53,0.38,0.72,-0.25
12094,1.09,165.19,-18.11,0.67,-0.14,0.72,0.12,-14.84,118.6,-12.86,0.79,0.0,0.38,-0.48,-49.68,150.86,-14.63,0.53,0.38,0.72,-0.25
12109,1.17,165.19,-18.15,0.67,-0.14,0.72,0.12,-14.79,118.56,-12.94,0.79,0.0,0.38,-0.49,-50.54,150.62,-14.71,0.54,0.37,0.71,-0.25
12122,1.23,165.19,-18.18,0.67,-0.14,0.72,0.12,-14.74,118.52,-13.0,0.79,-0.0,0.38,-0.49,-51.17,150.44,-14.72,0.54,0.37,0.71,-0.25
12134,1.28,165.19,-18.22,0.67,-0.14,0.72,0.12,-14.69,118.5,-13.07,0.79,-0.0,0.38,-0.49,-51.79,150.23,-14.73,0.55,0.37,0.71,-0.24
12147,1.33,165.19,-18.26,0.67,-0.14,0.72,0.12,-14.63,118.48,-13.16,0.79,-0.0,0.38,-0.49,-52.4,150.03,-14.7,0.55,0.37,0.71,-0.24
12161,1.39,165.2,-18.3,0.67,-0.14,0.72,0.12,-14.55,118.49,-13.25,0.79,-0.0,0.38,-0.48,-53.02,149.82,-14.68,0.55,0.36,0.71,-0.24
12175,1.44,165.2,-18.35,0.67,-0.14,0.72,0.12,-14.46,118.53,-13.36,0.79,-0.0,0.38,-0.48,-53.62,149.61,-14.65,0.56,0.35,0.71,-0.24
12187,1.48,165.2,-18.39,0.67,-0.14,0.72,0.12,-14.37,118.57,-13.46,0.79,0.0,0.38,-0.49,-54.1,149.43,-14.62,0.56,0.35,0.71,-0.24
12200,1.53,165.21,-18.43,0.67,-0.14,0.72,0.12,-14.28,118.62,-13.58,0.79,0.0,0.38,-0.49,-54.55,149.27,-14.56,0.56,0.35,0.71,-0.24
12212,1.56,165.21,-18.47,0.67,-0.14,0.72,0.12,-14.18,118.66,-13.71,0.79,0.0,0.38,-0.49,-54.96,149.11,-14.49,0.57,0.34,0.71,-0.24
12223,1.59,165.21,-18.5,0.67,-0.14,0.72,0.12,-14.1,118.71,-13.81,0.79,0.0,0.38,-0.49,-55.25,148.98,-14.44,0.57,0.34,0.71,-0.24
12232,1.62,165.22,-18.52,0.67,-0.14,0.71,0.12,-14.01,118.76,-13.93,0.79,0.0,0.38,-0.49,-55.57,148.85,-14.38,0.57,0.33,0.71,-0.24
12243,1.65,165.22,-18.55,0.67,-0.14,0.71,0.12,-13.9,118.81,-14.05,0.79,0.0,0.37,-0.49,-55.83,148.75,-14.31,0.57,0.32,0.71,-0.24
12254,1.67,165.23,-18.57,0.67,-0.14,0.71,0.12,-13.8,118.87,-14.19,0.79,0.0,0.37,-0.49,-56.08,148.67,-14.26,0.57,0.32,0.71,-0.25
12265,1.7,165.23,-18.6,0.67,-0.14,0.71,0.12,-13.67,118.94,-14.33,0.79,0.01,0.37,-0.49,-56.27,148.6,-14.19,0.57,0.32,0.71,-0.25
12276,1.72,165.22,-18.62,0.67,-0.14,0.71,0.12,-13.55,119.02,-14.49,0.79,0.01,0.37,-0.48,-56.45,148.54,-14.1,0.58,0.31,0.71,-0.25
12289,1.75,165.22,-18.64,0.68,-0.14,0.71,0.12,-13.4,119.13,-14.65,0.79,0.01,0.37,-0.48,-56.62,148.48,-13.98,0.58,0.31,0.71,-0.25
12301,1.77,165.22,-18.65,0.68,-0.14,0.71,0.12,-13.28,119.24,-14.8,0.79,0.01,0.37,-0.48,-56.76,148.44,-13.86,0.57,0.31,0.71,-0.25
12312,1.8,165.21,-18.66,0.67,-0.14,0.71,0.12,-13.16,119.35,-14.95,0.79,0.02,0.37,-0.48,-56.89,148.39,-13.76,0.57,0.31,0.72,-0.25
12324,1.82,165.2,-18.67,0.67,-0.14,0.71,0.12,-13.04,119.46,-15.08,0.79,0.02,0.37,-0.48,-57.0,148.37,-13.66,0.57,0.3,0.72,-0.26
12336,1.83,165.19,-18.67,0.67,-0.14,0.71,0.12,-12.93,119.58,-15.21,0.8,0.02,0.37,-0.48,-57.11,148.36,-13.56,0.57,0.3,0.72,-0.26
12348,1.85,165.18,-18.67,0.67,-0.14,0.71,0.12,-12.81,119.71,-15.35,0.8,0.03,0.36,-0.48,-57.21,148.37,-13.48,0.57,0.3,0.72,-0.26
12360,1.86,165.17,-18.67,0.67,-0.14,0.71,0.12,-12.69,119.84,-15.48,0.79,0.03,0.36,-0.48,-57.3,148.38,-13.41,0.57,0.29,0.72,-0.26
12371,1.86,165.16,-18.68,0.67,-0.14,0.71,0.12,-12.6,119.95,-15.58,0.79,0.03,0.36,-0.48,-57.37,148.39,-13.36,0.57,0.29,0.72,-0.27
12382,1.86,165.14,-18.67,0.67,-0.14,0.71,0.12,-12.5,120.05,-15.68,0.79,0.04,0.36,-0.49,-57.45,148.41,-13.31,0.57,0.29,0.72,-0.27
12394,1.87,165.13,-18.67,0.67,-0.14,0.71,0.12,-12.4,120.15,-15.8,0.79,0.04,0.36,-0.49,-57.52,148.44,-13.25,0.57,0.29,0.72,-0.27
12408,1.86,165.11,-18.66,0.67,-0.14,0.72,0.12,-12.29,120.23,-15.91,0.79,0.04,0.36,-0.49,-57.59,148.47,-13.17,0.57,0.29,0.72,-0.27
12421,1.86,165.09,-18.66,0.67,-0.14,0.72,0.13,-12.18,120.3,-16.03,0.79,0.04,0.36,-0.49,-57.63,148.51,-13.09,0.57,0.29,0.72,-0.27
12433,1.86,165.07,-18.65,0.67,-0.14,0.72,0.13,-12.07,120.34,-16.13,0.79,0.05,0.36,-0.49,-57.67,148.55,-13.02,0.57,0.29,0.72,-0.27
12446,1.85,165.06,-18.65,0.67,-0.14,0.72,0.13,-11.97,120.36,-16.22,0.79,0.05,0.36,-0.49,-57.7,148.59,-12.94,0.57,0.29,0.72,-0.27
12456,1.85,165.05,-18.64,0.67,-0.14,0.72,0.13,-11.87,120.36,-16.3,0.79,0.05,0.36,-0.49,-57.71,148.64,-12.88,0.57,0.29,0.72,-0.27
12468,1.84,165.03,-18.64,0.67,-0.14,0.72,0.13,-11.75,120.33,-16.4,0.8,0.05,0.36,-0.49,-57.72,148.7,-12.8,0.57,0.29,0.72,-0.27
12480,1.84,165.01,-18.64,0.67,-0.14,0.72,0.13,-11.64,120.3,-16.48,0.8,0.05,0.35,-0.49,-57.71,148.77,-12.74,0.57,0.29,0.71,-0.28
12492,1.83,165.0,-18.63,0.67,-0.14,0.72,0.13,-11.52,120.24,-16.56,0.8,0.05,0.35,-0.49,-57.71,148.83,-12.67,0.57,0.29,0.71,-0.28
12504,1.83,164.99,-18.63,0.67,-0.14,0.72,0.13,-11.43,120.18,-16.61,0.8,0.05,0.35,-0.49,-57.72,148.89,-12.62,0.57,0.29,0.71,-0.28
12518,1.82,164.98,-18.62,0.67,-0.14,0.72,0.13,-11.34,120.1,-16.66,0.8,0.05,0.35,-0.49,-57.72,148.96,-12.56,0.57,0.29,0.71,-0.28
12529,1.81,164.97,-18.62,0.67,-0.14,0.72,0.13,-11.28,120.02,-16.68,0.8,0.05,0.34,-0.48,-57.73,149.02,-12.51,0.57,0.29,0.71,-0.28
12546,1.8,164.96,-18.61,0.67,-0.14,0.72,0.13,-11.23,119.94,-16.67,0.8,0.05,0.34,-0.48,-57.71,149.1,-12.46,0.57,0.3,0.71,-0.28
